City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
122,wanning,18.8003,110.3967,296.19,88,89,2.53,CN,1707263566
123,enewetak,11.3474,162.3373,299.78,81,76,6.86,MH,1707263566
124,selfoss,63.9331,-20.9971,263.52,90,86,3.08,IS,1707263566
125,al kharijah,25.4514,30.5464,284.72,56,1,3.28,EG,1707263566
126,college,64.8569,-147.8028,263.26,76,40,2.06,US,1707263475
127,lakatoro,-16.0999,167.4164,302.38,71,92,1.77,VU,1707263566
128,kapuskasing,49.4169,-82.4331,276.2,100,100,4.12,CA,1707263566
129,kismayo,-0.3582,42.5454,300.02,87,71,6.75,SO,1707263566
130,kodiak,57.79,-152.4072,276.88,56,0,6.17,US,1707263566
131,bambari,5.768,20.6757,299.02,28,46,1.63,CF,1707263567
132,glace bay,46.1969,-59.957,273.4,91,100,7.72,CA,1707263567
133,baruun-urt,46.6806,113.2792,248.18,95,22,2.88,MN,1707263567
134,wynyard,-41.0,145.7167,291.94,42,31,3.05,AU,1707263567
135,polyarnyy,69.1989,33.4478,257.03,94,97,4.25,RU,1707263567
136,rio grande,-32.035,-52.0986,297.21,77,80,6.07,BR,1707263567
137,saipan,15.1355,145.701,300.54,61,0,5.66,MP,1707263567
138,al ghayzah,16.2079,52.176,295.0,67,30,1.72,YE,1707263567
139,emerald,-23.5333,148.1667,304.45,60,35,4.46,AU,1707263568
140,gillette,44.2911,-105.5022,284.66,46,75,5.14,US,1707263568
141,struer,56.4912,8.5838,276.41,80,86,6.86,DK,1707263568
142,meizhou,24.2977,116.1072,284.5,91,97,1.58,CN,1707263568
143,ketchikan,55.3422,-131.6461,276.41,75,100,0.0,US,1707263568
144,lyantor,61.6195,72.1555,272.68,97,100,7.57,RU,1707263568
145,guerrero negro,27.9769,-114.0611,290.0,71,100,3.69,MX,1707263568
146,puerto baquerizo moreno,-0.9,-89.6,299.11,82,41,5.08,EC,1707263543
147,neiafu,-18.65,-173.9833,303.53,79,40,3.6,TO,1707263569
148,kingston,17.997,-76.7936,301.68,51,75,8.23,JM,1707263512
149,tucuma,-0.1833,-50.05,298.6,92,70,2.95,BR,1707263569
150,sitka,57.0531,-135.33,277.09,81,75,2.57,US,1707263569
151,ocher,57.8904,54.7202,266.06,96,100,4.65,RU,1707263569
152,luau,-10.7073,22.2247,290.27,98,23,1.62,AO,1707263569
153,cape town,-33.9258,18.4232,293.38,84,75,5.66,ZA,1707263445
154,yemva,62.59,50.8594,240.98,100,100,1.57,RU,1707263569
155,hagere maryam,5.6333,38.2333,289.79,48,10,2.66,ET,1707263570
156,ormara,25.2088,64.6357,295.08,60,100,4.31,PK,1707263570
157,senador jose porfirio,-2.5908,-51.9542,300.58,72,96,1.44,BR,1707263570
158,fort-shevchenko,44.5086,50.263,275.75,72,58,11.04,KZ,1707263570
159,motygino,58.1831,94.7592,260.81,99,100,0.89,RU,1707263570
160,wenchang,30.904,118.4887,273.37,96,100,1.82,CN,1707263570
161,tome acu,-2.4189,-48.1522,297.16,97,56,1.25,BR,1707263570
162,nakhon thai,17.1006,100.8374,293.93,29,2,0.74,TH,1707263570
163,auki,-8.7676,160.7034,300.74,86,98,5.07,SB,1707263571
164,cabo san lucas,22.8909,-109.9124,300.71,61,89,4.92,MX,1707263571
165,yabelo,4.8833,38.0833,290.96,42,11,4.7,ET,1707263571
166,ilulissat,69.2167,-51.1,263.16,48,100,10.29,GL,1707263571
167,mahibadhoo,3.7833,72.9667,301.13,76,96,6.45,MV,1707263571
168,axim,4.8699,-2.2405,298.64,85,25,2.48,GH,1707263571
169,codrington,-38.2667,141.9667,290.75,68,62,4.0,AU,1707263571
170,ewo,-0.8725,14.8206,298.81,63,79,1.35,CG,1707263571
171,lompoc,34.6391,-120.4579,287.47,65,75,7.2,US,1707263324
172,yaren,-0.5472,166.916,302.17,74,91,6.24,NR,1707263572
173,san fernando,15.0286,120.6898,296.0,72,3,1.94,PH,1707263304
174,bikenibeu village,1.3673,173.1241,304.13,74,75,2.57,KI,1707263572
175,tela,15.7833,-87.45,300.12,78,40,2.06,HN,1707263572
176,hirara,24.8,125.2833,292.07,88,75,4.12,JP,1707263572
177,villa gesell,-37.2639,-56.973,294.29,89,77,8.83,AR,1707263572
178,dunedin,-45.8742,170.5036,291.37,61,91,2.68,NZ,1707263520
179,shenjiamen,29.9576,122.298,278.83,74,100,7.38,CN,1707263572
180,fortuna,40.5982,-124.1573,284.07,88,100,2.24,US,1707263573
181,praia da vitoria,38.7333,-27.0667,290.79,88,75,12.15,PT,1707263492
182,whitehorse,60.7161,-135.0538,257.58,85,100,2.57,CA,1707263573
183,kone,-21.0595,164.8658,300.45,80,100,2.62,NC,1707263573
184,general ramirez,-32.176,-60.2008,307.21,27,72,3.51,AR,1707263573
185,yerofey pavlovich,53.9667,121.9667,259.76,95,100,1.42,RU,1707263573
186,road town,18.4167,-64.6167,301.17,83,40,7.72,VG,1707263573
187,santiago del estero,-27.7951,-64.2615,305.29,37,66,2.69,AR,1707263564
188,west island,-12.1568,96.8225,300.14,78,40,3.6,CC,1707263573
189,huarmey,-10.0681,-78.1522,298.77,76,21,4.39,PE,1707263574
190,mount pearl,47.5166,-52.7813,273.62,95,100,12.35,CA,1707263574
191,alofi,-19.0595,-169.9187,303.09,66,40,4.12,NU,1707263574
192,petropavlovsk-kamchatsky,53.0452,158.6483,263.48,67,75,3.0,RU,1707263346
193,anadyr,64.75,177.4833,250.43,76,20,7.0,RU,1707263574
194,bilibino,68.0546,166.4372,238.15,100,100,0.3,RU,1707263574
195,kurumkan,54.3,110.3,256.0,92,53,1.79,RU,1707263575
196,colonia,50.9333,6.95,284.59,76,75,9.26,DE,1707263575
197,dakhla,23.6848,-15.958,293.74,46,100,4.81,EH,1707263575
198,garachico,28.7781,-17.7646,290.21,37,0,2.57,ES,1707263575
199,ola,59.5833,151.2833,248.78,83,96,4.04,RU,1707263532
200,suances,43.4334,-4.0434,281.06,100,27,1.54,ES,1707263575
201,ilomantsi,62.6716,30.9328,246.31,100,97,1.67,FI,1707263575
202,tingo maria,-9.2895,-76.0088,296.37,91,38,1.0,PE,1707263576
203,noosa heads,-26.3833,153.15,302.1,79,19,6.05,AU,1707263576
204,keflavik,64.0049,-22.5624,271.39,74,40,9.77,IS,1707263576
205,tsumeb,-19.2333,17.7167,293.98,77,98,2.14,NA,1707263576
206,ar rutbah,33.0381,40.2848,282.61,60,1,3.32,IQ,1707263576
207,sergeyevka,53.88,67.4158,271.98,80,100,7.7,KZ,1707263576
208,lorengau,-2.0226,147.2712,300.51,84,100,6.2,PG,1707263576
209,bakanas,44.8081,76.2772,269.27,79,82,2.18,KZ,1707263576
210,ceeldheer,3.8488,47.1806,298.67,89,76,7.68,SO,1707263577
211,rabo de peixe,37.8,-25.5833,290.92,99,75,7.2,PT,1707263577
212,kuqa,41.7278,82.9364,268.58,71,52,1.38,CN,1707263577
213,kushk,33.2957,61.9522,278.58,34,17,1.41,AF,1707263577
214,itambacuri,-18.0311,-41.685,295.54,98,100,1.36,BR,1707263577
215,shiyan,32.6475,110.7781,273.35,83,81,0.64,CN,1707263577
216,amos,48.5669,-78.1162,271.63,93,100,2.83,CA,1707263577
217,nova sintra,14.8667,-24.7167,294.32,71,0,4.32,CV,1707263577
218,taoudenni,22.6783,-3.9836,291.79,14,1,5.14,ML,1707263578
219,ratnagiri,16.9833,73.3,297.68,60,0,3.53,IN,1707263578
220,chanal,16.7167,-92.4,282.46,68,0,1.31,MX,1707263578
221,zemio,5.0314,25.1361,294.38,28,5,1.8,CF,1707263578
222,suntar,62.1444,117.6319,251.36,99,100,1.38,RU,1707263578
223,beau vallon,-20.4189,57.6953,299.94,88,40,3.09,MU,1707263578
224,westport,41.1415,-73.3579,275.82,66,0,1.79,US,1707263491
225,kununurra,-15.7667,128.7333,302.14,84,75,0.51,AU,1707263578
226,as sulayyil,20.4607,45.5779,291.29,56,66,5.42,SA,1707263579
227,teguise,29.0605,-13.564,289.27,59,0,3.6,ES,1707263579
228,sogndal,61.2283,7.1003,267.36,79,20,0.0,NO,1707263579
229,macau,22.2006,113.5461,290.0,94,75,4.63,MO,1707263008
230,kirakira,-10.4544,161.9205,302.81,73,53,4.21,SB,1707263579
231,kidal,18.4411,1.4078,289.7,21,30,5.08,ML,1707263579
232,ancud,-41.8697,-73.8203,289.05,90,99,8.79,CL,1707263579
233,libreville,0.3925,9.4537,300.16,94,20,1.03,GA,1707263579
234,kimbe,-5.5502,150.1429,301.24,81,97,2.97,PG,1707263580
235,bourbonnais,41.1417,-87.875,276.38,93,0,0.0,US,1707263580
236,mount gambier,-37.8333,140.7667,291.25,58,70,2.59,AU,1707263580
237,fort st. john,56.2499,-120.8529,266.09,79,75,3.09,CA,1707263580
238,bubaque,11.2833,-15.8333,299.65,76,0,6.2,GW,1707263580
239,boa vista,2.8197,-60.6733,305.14,55,75,2.06,BR,1707263580
240,chapaev,50.2,51.1667,267.29,84,100,12.62,KZ,1707263580
241,zhanaozen,43.3,52.8,273.82,61,38,6.19,KZ,1707263580
242,birao,10.2849,22.7882,295.18,16,37,4.57,CF,1707263581
243,camacupa,-12.0167,17.4833,289.86,98,99,2.73,AO,1707263581
244,loa janan,-0.583,117.095,298.68,92,98,0.6,ID,1707263581
245,crucecita,-28.95,-58.9833,300.79,55,22,3.58,AR,1707263581
246,macapa,0.0389,-51.0664,302.14,79,40,4.12,BR,1707263581
247,phan rang-thap cham,11.5667,108.9833,296.67,83,96,1.81,VN,1707263581
248,turtas,58.9417,69.1325,271.32,91,97,4.57,RU,1707263582
249,lautoka,-17.6167,177.4667,303.07,70,75,3.6,FJ,1707263582
250,charters towers,-20.1,146.2667,303.49,51,29,3.53,AU,1707263582
251,tahoua,14.8888,5.2692,291.59,15,44,6.29,NE,1707263582
252,port saint john's,-31.6229,29.5448,295.83,91,40,6.15,ZA,1707263582
253,arno,60.1167,18.6333,268.59,77,100,4.89,SE,1707263583
254,fort bragg,35.139,-79.006,281.9,44,0,4.12,US,1707263583
255,nadi,-17.8,177.4167,303.15,70,75,3.6,FJ,1707263583
256,iskateley,67.6803,53.1512,248.05,98,98,1.57,RU,1707263583
257,preobrazheniye,42.9019,133.9064,265.59,55,0,3.17,RU,1707263583
258,hailar,49.2,119.7,246.87,99,97,3.03,CN,1707263583
259,sinabang,2.4803,96.3801,299.88,80,76,1.07,ID,1707263583
260,hovd,48.0056,91.6419,251.45,96,51,0.56,MN,1707263583
261,saint-joseph,-21.3667,55.6167,296.36,81,43,3.05,RE,1707263584
262,hailey,43.5196,-114.3153,276.37,83,100,0.89,US,1707263584
263,itaituba,-4.2761,-55.9836,297.43,98,74,0.53,BR,1707263584
264,quepos,9.4236,-84.1652,300.12,78,19,1.25,CR,1707263466
265,talcahuano,-36.7167,-73.1167,294.97,78,0,3.09,CL,1707263584
266,tolanaro,-25.0319,46.9987,296.19,94,40,9.77,MG,1707263585
267,egilsstadir,65.2653,-14.3948,267.1,93,100,1.03,IS,1707263585
268,macas,-2.3167,-78.1167,299.01,69,0,1.54,EC,1707263308
269,fonte boa,-2.4959,-66.2662,297.7,95,94,0.52,BR,1707263585
270,antonio enes,-16.2325,39.9086,297.87,92,100,2.71,MZ,1707263586
271,pak phanang,8.3511,100.202,296.16,85,8,1.04,TH,1707263586
272,jiayuguan,39.8167,98.3,264.2,87,100,1.07,CN,1707263586
273,henderson,36.0397,-114.9819,284.34,67,100,6.17,US,1707263350
274,novaya igirma,57.1334,103.9112,260.64,99,99,1.91,RU,1707263586
275,karasburg,-28.0167,18.75,293.13,35,29,6.77,NA,1707263586
276,arvayheer,46.2639,102.775,253.61,80,12,2.68,MN,1707263586
277,goiatuba,-18.0125,-49.3547,293.35,93,92,1.54,BR,1707263587
278,samarinda,-0.5,117.15,298.78,92,99,0.57,ID,1707263587
279,birobidzhan,48.8,132.95,250.97,93,23,0.37,RU,1707263587
280,tshikapa,-6.4167,20.8,294.45,96,86,0.87,CD,1707263405
281,talipparamba,12.05,75.35,294.69,68,4,1.2,IN,1707263587
282,al jawf,29.5,38.75,282.99,57,5,2.96,SA,1707263587
283,puerto armuelles,8.2833,-82.8667,304.14,65,13,1.34,PA,1707263537
284,ziro,27.6333,93.8333,275.94,98,100,0.6,IN,1707263588
285,lukuledi,-10.5667,38.8,295.98,99,62,1.68,TZ,1707263588
286,leksand,60.7339,15.0032,266.96,98,100,1.2,SE,1707263588
287,sechura,-5.5569,-80.8222,301.61,61,38,6.9,PE,1707263588
288,shindand,33.3029,62.1474,279.05,35,19,1.55,AF,1707263589
289,sihanoukville,10.6093,103.5296,297.12,100,40,1.54,KH,1707263589
290,jayapura,-2.5333,140.7,297.81,94,100,4.99,ID,1707263589
291,aykhal,66.0,111.5,242.98,100,99,2.43,RU,1707263589
292,mersa matruh,31.3525,27.2453,284.26,93,0,2.06,EG,1707263590
293,mpika,-11.8343,31.4529,289.49,98,82,2.46,ZM,1707263590
294,machico,32.7,-16.7667,291.5,65,20,3.6,PT,1707263590
295,labuan,5.2767,115.2417,300.35,88,20,1.03,MY,1707263590
296,mantua,45.1667,10.7833,283.2,65,100,0.72,IT,1707263590
297,richards bay,-28.783,32.0377,293.83,90,1,2.99,ZA,1707263590
298,ulaangom,49.9811,92.0667,242.25,96,98,0.93,MN,1707263591
299,sari,36.5633,53.0601,281.92,93,75,2.06,IR,1707263591
300,quellon,-43.1167,-73.6167,285.66,91,77,6.84,CL,1707263591
301,pullman,46.7313,-117.1796,283.28,78,20,5.14,US,1707263347
302,princeville,45.7668,-61.2985,273.1,90,0,3.09,CA,1707263591
303,khandyga,62.6667,135.6,233.16,99,99,1.17,RU,1707263591
304,goleta,36.8181,10.305,283.15,93,20,0.0,TN,1707263592
305,port shepstone,-30.7414,30.455,296.04,88,34,8.91,ZA,1707263592
306,yayva,59.3303,57.2641,268.25,93,100,3.8,RU,1707263592
307,gobabis,-22.45,18.9667,298.61,44,73,7.04,NA,1707263592
308,thompson,55.7435,-97.8558,255.24,71,75,5.14,CA,1707263592
309,ouro preto do oeste,-10.7481,-62.2158,299.71,79,91,1.17,BR,1707263592
310,ciudad melchor muzquiz,27.8833,-101.5167,294.47,33,48,5.12,MX,1707263592
311,evanston,42.0411,-87.6901,279.31,76,0,2.57,US,1707263593
312,masterton,-40.9597,175.6575,297.09,20,7,3.13,NZ,1707263593
313,ust'-ordynskiy,52.805,104.7508,252.01,98,23,2.22,RU,1707263593
314,fort mcmurray,56.7268,-111.381,261.92,72,100,5.14,CA,1707263593
315,cannonvale,-20.2833,148.7,302.81,70,51,5.67,AU,1707263593
316,zastron,-30.3023,27.084,292.57,21,17,2.24,ZA,1707263594
317,menongue,-14.6585,17.691,290.16,97,81,1.42,AO,1707263594
318,acapulco de juarez,16.8634,-99.8901,299.76,70,5,3.35,MX,1707263594
319,az zuwaytinah,30.9522,20.1202,288.94,71,0,2.86,LY,1707263594
320,cabugao,17.7931,120.4578,300.87,66,0,1.31,PH,1707263594
321,ayr,55.4627,-4.6339,274.99,86,0,1.03,GB,1707263594
322,salmon arm,50.6998,-119.3024,275.77,87,100,0.51,CA,1707263595
